微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IBqmC4Hfl,从北京南站下来，没有被隔离，顺利上了地铁。只是在火车上要填写一个资料就ok了，出站后直到进地铁，体温都没检测  原图 ,http://wx4.sinaimg.cn/large/593af2a7ly1gdf64gt05xj20u0140gwg.jpg,无,无,2020/4/2 9:28,iPhone 11 Pro Max,133,11,67
IBq9I7XGw,罗永浩这个直播感觉是宣布了直播元年的到来，很多过气明星没准要蠢蠢欲动了。老罗的精神状态不好，应该加强锻炼，感觉有点颓。下面看看另外几个网红是怎么搞的，我也打算抓几个美女，带带货看看，体验下  ,无,无,无,2020/4/2 8:56,iPhone 11 Pro Max,187,37,59
IBmybhSCw,火车站人不怎么多，马上上车去北京了  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/593af2a7ly1gdep64kb6pj21hc0u0qjc.jpg,http://ww2.sinaimg.cn/large/593af2a7ly1gdep64z6faj21eg0sdakz.jpg",无,无,2020/4/1 23:46,iPhone 11 Pro Max,51,1,40
IBkgb4dkt,同志们，老板们，我这边收到了大量简历，我们一起帮助找工作的同志们吧。以后微博和Ｖ信朋友圈会经常推些简历，大家不要感觉烦啊。即日起，帮助大家快速找到工作  ,无,无,无,2020/4/1 17:56,搜狗高速浏览器,83,17,33
IBhLVcXw2,公司U盾到期了，得去更新。没想到U盾挂了，公司还没挂。。明后天冒险去北京出差处理下，毕竟还得给员工缴社保。。根据最新政策指示，我们这种小镇青年，去北京短期出差应该不用隔离，好多人也不敢测试，我来给大家做测试吧。  ,无,无,无,2020/4/1 11:36,搜狗高速浏览器,119,5,62
IBgPWgAd8,现在去北京出差，比如从南京出发，有绿码的，还要被隔离14天吗？那现在大家都是什么办法出差的呢？谢谢  ,无,无,无,2020/4/1 9:13,搜狗高速浏览器,29,2,52
IBcdt4CRF,看了一个资料，感觉本田车应该很省油 http://t.cn/EVLnKvt  原图 ,http://wx2.sinaimg.cn/large/593af2a7ly1gddfjkf5cxj20u01syto8.jpg,无,无,2020/3/31 21:27,iPhone 11 Pro Max,40,16,53
IBc0T1QaF,有网友问蔚来汽车这个票子，好的一面是：国家扶持政策肯定会陆续给到，这个情况肯定也不能让挂了，肯定会输血。坏的一面是市场缺流动性，贵的消费品肯定受影响大，毕竟面向的是苦逼逼的中产，这票人哪敢消费啊。综上，我觉得现金为王，这个坑要慎重，没必要冒险。  ,无,无,无,2020/3/31 20:56,iPhone 11 Pro Max,31,7,20
IBapIEgxH,找工作有困难的朋友们，可以把简历和工作城市等信息发到我助理的邮箱cl_workmail@163.com，我们会利用相关渠道进行点对点推送，不收费，也不收公司的费用，如果愿意发布的，注明下，我们会匿名化后在微博，V信功号，朋友圈上发布，增加曝光，帮助朋友们找到工作，出一点绵力，谢谢   ,无,无,无,2020/3/31 16:52,搜狗高速浏览器,294,58,88
IBa3Yl9Ib,同学们，这个时候千万不能随便跳槽，特别是不能裸辞。找到下家再走，现在各大公司资金链都紧张，各种危机再蔓延，传导。领导再无耻，再流氓，也要忍啊，同学们。  ,无,无,无,2020/3/31 15:58,搜狗高速浏览器,322,220,114
IAHVcfopF,我找了几个志愿者，回头把贵清的计算机本科重点科目的教案，作业，答案，考试答案都整理过来，计划开办C语言，数据结构，操作系统，算法，体系结构等多个永久免费的学习班，让苦难是最好的大学，不只是停留在口号上，落实到真正的行动中，给千千万万上不了大学的年轻人一个免费学习的机会，战斗吧  ,无,无,无,2020/3/28 16:20,搜狗高速浏览器,398,97,102
IADNWAKO9,铁血训练营交流气氛真好，如果效果好，真能培养出人去大厂上班，我就出资搞人类历史上第一个，可能也是唯一一个永久免费的在线学校，专门培养群众各种工作技能，聘请名师，努力吧  原图 ,http://wx3.sinaimg.cn/large/593af2a7gy1gd97ksv242j20u01syagt.jpg,无,无,2020/3/28 5:51,iPhone 11 Pro Max,83,11,36
IAAk3qEua,铁血训练营第一次成绩公布了，有一位同学非常优秀，很认真，让我仿佛看到了贵清同学的风采。。前途不可限量，我同学继续努力，训练确实tough，下周的考试将会异常残酷  原图 ,http://wx4.sinaimg.cn/large/593af2a7gy1gd8s83h6f5j20u01sxdon.jpg,无,无,2020/3/27 20:59,iPhone 11 Pro Max,69,7,21
IAA4YtpQp,这款笔记本有人用过吗？感觉怎么样？适合女性运维工程师用吗？评论给点意见，谢谢  原图 ,http://wx2.sinaimg.cn/large/593af2a7gy1gd8r65b0lpj20u01syaju.jpg,无,无,2020/3/27 20:22,iPhone 11 Pro Max,72,6,120
IAydLyGK9,一共有12个同学交了作业，加入了训练营，周末又给他们加了点量，然后下周继续考试，每周都考试，真是开心啊，学员们在群内热烈讨论，好欢乐。  #linux零基础铁血训练营#  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/593af2a7gy1gd8iy6e8j4j20jl0jsjsz.jpg,http://ww3.sinaimg.cn/large/593af2a7ly1gd8j097cncj20u01syqb8.jpg",无,无,2020/3/27 15:38,搜狗高速浏览器,52,14,29
IAwah9JgR,要给运维工程师买个新笔记本电脑，5000元左右。屏幕大一点的，联想这个牌子感觉稍微有点low，子系列又特别多，我们外行整明白，太难了。 大家有什么这方面经验，评论探讨下，谢谢。  ,无,无,无,2020/3/27 10:24,搜狗高速浏览器,154,32,169
IAmjEmV2L,欢迎同学们，特别是安全界的朋友们向我提供大厂获取群众wifi列表的证据，下面我将会保持相对沉默，积极准备，考虑到这些大厂都是在美国上市，我将会在（合适且恰当的时机）在美国启动程序来进行处置。当然了，这个启动按钮何时启动，怎么启动，主要由这些大厂决定，谢谢。  ,无,无,无,2020/3/26 9:19,搜狗高速浏览器,218,35,66
IAlK6AMKa,我家这个地方，地处偏僻。。wifi列表就三个item，那只要安装的app会收集环境下的wifi列表，那么谁来过我家，这个app都知道了，这难道还不是个人重大隐私吗？   原图 ,http://wx2.sinaimg.cn/large/593af2a7gy1gd6zu0y9woj20u01sywiw.jpg,无,无,2020/3/26 7:52,iPhone 11 Pro Max,72,48,38
IAlEuxBwG,wifi列表是人的重大隐私，Wi-Fi列表相同的人或者类似的人肯定是地理位置接近的。。这个不能想拿就拿，想存储就随便存储的，而且做分析后果很严重的。比如一个人去过什么地理位置，什么会所就全暴露了。我要好好找牛人研究研究，不能让行业歪风坑了广大群众，我得找律师，找技术人员。。努力吧                                 ,无,无,无,2020/3/26 7:38,iPhone 11 Pro Max,543,235,75
IAlC99Rzw,淘宝到底收集了用户什么信息，有没有安全届达人，法律界达人帮忙会诊下到底拿了哪些信息，合不合适啊，比如我就一个用app购物的普通人，本地环境的wifi列表没同意给淘宝啊  ,无,无,无,2020/3/26 7:32,iPhone 11 Pro Max,74,10,29
IAfBF0sO8,我去，艰难看了一眼portfolio，连老虎证券这种票子都能解套，太颠覆了。。  ,无,无,无,2020/3/25 16:15,搜狗高速浏览器,34,2,13
IAf1DiNWt,上级领导又来找我们调查了，问我们社保人数相比疫情之前有没有下降，我汇报一个没少，还新招两名应届生。。领导一句话没说就挂电话了。 这次疫情对就业可能影响蛮大的。但是我就奇怪了，我这边付费招学员来学习技能，还招不到人，就业形式真那么严峻嘛。  ,无,无,无,2020/3/25 14:46,搜狗高速浏览器,64,5,39
IAeSPy1bp,各位乡亲们，考虑到疫情的原因，我们有些免费服务可能要转为私有化了，不能在继续免费为大众服务了， 预计将在2020年4月份关闭，如果有需要的朋友请及时和我们联系，谢谢。  http://t.cn/RBoPCtB  ,无,无,无,2020/3/25 14:24,搜狗高速浏览器,105,3,26
IAe3jyVlx,#linux零基础铁血训练营#  第一周考题，周五23点前完成，作业交到下面邮箱：2243980708@qq.com 。我估计交作业的不会超过10个人。人最难的是逼自己，能有3个人交作业，就非常牛逼了   [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/593af2a7gy1gd61vs0o4vj20ju0sbwg9.jpg,http://ww3.sinaimg.cn/large/593af2a7gy1gd61w2jfvyj20ir0pndi2.jpg",无,无,2020/3/25 12:17,搜狗高速浏览器,108,70,38
IA75KaeVh,我个人觉得啊，美国那个什么不明流感真不一定就是新冠。如果美国9月份流行的就是新冠，那这么多个月下来，这病传染这么剧烈，老美生活又那么奔放，美国肯定已经非常非常严重了，但其实也并没有。现在当务之急还是要遏制住病毒，源头问题可以先放一放；美国一些流氓政客乱喷，要坚决打击，这个不能怂，拉打结合，今天打了你，明天说和你保持了非常非常好的关系，你是个非常好的人。。但是全世界人民只要脑子清醒，都能感受到祖国制度在这次考验下的牛逼之处，祖国一定赢。要团结一起可以团结的力量，包括美帝的左派，拉拢中间派，孤立右派，谢谢                                 ,无,无,无,2020/3/24 18:34,搜狗高速浏览器,177,19,70
IA4vuhgcQ,3月26日（周四）晚上10点召开考前答疑（抖 音 直播），并且作为第一届《linux零基础铁血训练营》开营仪式，希望有毅力，想进入这个行业的同志们参加收看，谢谢。本训练营完全免费，将会由我亲自指导，最终前三名学员将获得我的推荐去大厂上班。   #linux零基础铁血训练营#  ,无,无,无,2020/3/24 11:59,搜狗高速浏览器,99,51,52
IA4f87Exb,好多网友卡在了一个盘上创建5个分区这个难题上，其实这是江南七怪对郭靖的第一个考验，考察探索能力，很遗憾，到目前为止没有一个网友解决这个问题。。 我说下这么做，免得影响大家rush下面的组软raid的科目训练     #linux零基础铁血训练营#  原图 ,http://wx4.sinaimg.cn/large/593af2a7gy1gd4ulf4ix8j20it0qun2o.jpg,无,无,2020/3/24 11:19,搜狗高速浏览器,50,45,23
IA2z0u8Dl,美国也是打拉结合，祖国这边赵打崔拉也挺好，一味软弱退让，不会赢得敌人的自觉和尊重。我支持对美帝保持一定的战斗态势，一方面缓和矛盾，就现在这样挺好，祖国的政治智慧是牛逼的，谢谢。给英国领导打完电话，没准再给米帝领导打个电话大方向就差不多定了  ,无,无,无,2020/3/24 7:02,iPhone 11 Pro Max,97,12,21
IzXeOw2X6,今天上级领导来公司参观，探讨了股市的一些观点，给我们中小企业牢固树立信心起到了积极作用，但同时也表示要艰苦奋斗，稳住局面，不要被海外数据吓坏了，坚持战斗。。  ,无,无,无,2020/3/23 17:29,iPhone 11 Pro Max,87,5,18
IzUoWBmRK,那些年嘲笑罗永浩的媒体和大V，此刻都在推高老罗签约费的身价。。。老罗一直在努力，我相信总会有突破。嘲笑他的人，不知道能得到什么   ,无,无,无,2020/3/23 10:16,搜狗高速浏览器,195,46,60
IzL1eyCS9,一大早自己就上前线战斗去了  原图 ,http://wx1.sinaimg.cn/large/593af2a7gy1gd2hria2o3j20u01407ee.jpg,无,无,2020/3/22 10:22,iPhone 11 Pro Max,155,9,61
IzGPuhyVh,今天我向孩子万分诚恳的道歉，对我最近一段时间的所作所为进行了深刻检讨。孩子特得意，正准备原谅我。。我接着说，“这一段抓你学习抓得太松了，让你的学习退步了，是我的错，很严重，我一定努力提高”。 吓得孩子今晚老睡不着，不知道明天我会怎么折腾他  ,无,无,无,2020/3/21 23:43,iPhone 11 Pro Max,168,6,23
IzBk0z85D,头条这些年还是有点被神话了，在微博用私信拉新太不专业了，你起码得说说有哪些好友在头条活跃，有什么可笑的内容什么的，就说发帖给200元京东卡什么的，哪有吸引力呢。  原图 ,http://wx3.sinaimg.cn/large/593af2a7ly1gd1awkqbpjj20u01sxdjf.jpg,无,无,2020/3/21 9:41,iPhone 11 Pro Max,15,3,16
IzBbrzVBC,家里周围餐馆都开业了，一切都要恢复正常了，上级领导也给我们很多鼓励，要勇于生产，勇于消费。中小学也快开学了，一切都要好起来了。在中国的领导下，物资补给下，全世界一定能战胜病毒  ,无,无,无,2020/3/21 9:20,iPhone 11 Pro Max,92,4,20
IztNYrrjn,学计算机，英文要是不好挺吃亏的，我侄女卡就卡在这个地方了，只能靠bidu搜索，搜点中文资料了。英文资料没法看，要想学好这就需要毅力了。。 看着她天天盘各种各样的linux命令，英语又看不懂，有点难过。但是搞艺术，搞画画，没人提拔又很难赚钱，叹息。  ,无,无,无,2020/3/20 14:33,搜狗高速浏览器,155,40,101
IzqUCgaNx,标普500，每天换手率都这么大，这说明什么，机器交易太多了吧  原图 ,http://wx2.sinaimg.cn/large/593af2a7ly1gd0118yhzoj20u01syn45.jpg,无,无,2020/3/20 7:11,iPhone 11 Pro Max,23,4,12
IznUIfjoX,据可靠消息，南京教育局决定4月2日开学  ,无,无,无,2020/3/19 23:33,iPhone 11 Pro Max,293,21,62
IzkDJfJV6,开始返佣了，各位同学们，特别是前不久参加一个老虎什么活动送2股美团，也不知道阿里股票活动的，有几个人，每个人都能返差不多500元（65美元），尽快和助理联系加入返佣群。@梁博助理小姐姐 ，谢谢。 包括之前用邀请码加入的，这边都有账单，尽快和我们联系，谢谢。  原图 ,http://wx2.sinaimg.cn/large/593af2a7gy1gcz99vp4i3j2044034742.jpg,无,无,2020/3/19 15:13,搜狗高速浏览器,17,0,13
IzbWr8vSy,第一阶段  #linux零基础铁血训练营#  教学大纲问世了，推荐读物《鸟哥的Linux私房菜 基础学习篇 第四版》《Linux命令行与shell脚本编程大全（第3版）》 。有志于转型linux运维的网友们，上吧。我侄女刚刚已经装好linux，再折腾下一个任务了   原图 ,http://wx2.sinaimg.cn/large/593af2a7gy1gcy6upnqmpj20i90r10v1.jpg,无,无,2020/3/18 17:05,搜狗高速浏览器,242,333,68
IzbbnqaWR,侄女折腾三天linux，各种撸，没撸起来。我这台机器给他随便搞，年轻人还是能折腾，我的教学大纲出来后大家也可以跟着练了  原图 ,http://wx4.sinaimg.cn/large/593af2a7ly1gcy3iuyjdrj21400u07e4.jpg,无,无,2020/3/18 15:09,iPhone 11 Pro Max,99,7,76
Iz32papob,侄女要能培养出来太tough了，硬盘和内存的区别都不懂，save and exit 这些单词都不懂，真正零基础，这可能是我一生中最大的挑战了，我突然能理解江南七怪了  ,无,无,无,2020/3/17 18:24,iPhone 11 Pro Max,187,18,114
IyYLceRo4,今天是我在我老婆这上班15周年纪念日，今天上午10点搞个抖音直播和朋友们唠唠 ，主题有三个 1）婚恋 2）美股 3）段位提高之路。谢谢  ,无,无,无,2020/3/17 7:31,iPhone 11 Pro Max,126,8,59
IyVwDjrwU,艰难看了眼，居然还涨了一个点，zoom立功了，回头今天盘后再出一点回收点现金。真是波动太大，继续减持仓位吧  ,无,无,无,2020/3/16 23:17,iPhone 11 Pro Max,35,4,12
IyPyi7lfW,现在还不是底部，上几个刺激政策是没用的，关键是核心事件开始“变好了”，而且是越来越好。比如全世界确诊人数的增速下降（这个应该是最核心指标）；中国这个龙头制造大国的全面复工；疫苗或者特效药的问世。全世界人民要团结起来，人类的智慧一定能赢  原图 ,http://wx3.sinaimg.cn/large/593af2a7gy1gcvfxpjq5fj20u01sywkn.jpg,无,无,2020/3/16 8:05,iPhone 11 Pro Max,31,7,12
IyOSN1VSx,我去过英国，那里人卫生习惯很好，超市里面都有卖那种带香味的酒精消毒“胶状物”，我还买了几瓶，经常搽手上消毒，人与人也保持距离。加上英国zf投降了，国民也怕中招，肯定会注意，死亡率应该不会太高，但起码旅游业完蛋了，几年后那里的人群体免疫了，但是病毒还在大量人群体内，日常接触的东西也有病毒，我们没有免疫的小白哪敢去啊                                 ,无,无,无,2020/3/16 6:22,iPhone 11 Pro Max,48,8,29
IyOPxut1M,英国这个什么群体免疫，导致一大堆病人，床位资源有限，最后就搞成竞价排名了。富人能拿到床位，穷p民可就惨了。我觉得英国的普通群众要冷静了，减少外出机会，买好防化服，买点末日套餐，憋到胜利的一天  ,无,无,无,2020/3/16 6:14,iPhone 11 Pro Max,45,16,13
IyMov1kPj,直播两小时也是破纪录了，回顾了下了股市的进展；扯淡了些学校，考研的事情；为了招个零基础运维小白，把算法工程师师一通猛黑，大家乐过一定要批判，行行出状元，好好做都出彩，谢谢大家，谢谢打赏的老板们  原图 ,http://wx4.sinaimg.cn/large/593af2a7gy1gcv225fjmlj20u01syafa.jpg,无,无,2020/3/16 0:02,iPhone 11 Pro Max,88,3,37
IyKPOlK24,今天去南京南站接人，地下停车场那个惨啊，大部分车位都空着，从来没看到这种场面，按理说应该不至于啊，不是流动性都放开了吗  ,无,无,无,2020/3/15 20:04,iPhone 11 Pro Max,30,1,22
IyJyogHX6,今天晚上9点-10点直播 ，说说小厂运维要做的事情，扯淡点红楼梦的人生感悟，分析下郑强教授的段子，欢迎感兴趣的铁粉收听  ,无,无,无,2020/3/15 16:48,iPhone 11 Pro Max,87,9,55
IyHzGeBk3,运维真是一个好出路，老东家搜狗，有道90%以上的运维都是美女。其他单位估计也差不多。这个路子不需要多牛逼的编程能力，待遇也还可以，拿个十几万不是问题，差不多是副主任医师这种水平。而且运维干到70岁估计也够。只是运维需要的段位太高了，男同学这方面要吃亏些，美女做这行特别好  ,无,无,无,2020/3/15 11:46,iPhone 11 Pro Max,141,27,84
IyHxvwc5M,今天下午侄女来南京，打算教他linux运维，但是我这么贵的时间教一个人可惜了，还有没有其他段位高强，找不到工作，又想学习运维的呢，我打算搞个三人学习小组，三个月铁血，没日没夜猛干，最终录取一个人。。会不会有点残忍  ,无,无,无,2020/3/15 11:41,iPhone 11 Pro Max,293,46,159
IysjZdFLn,下礼拜一地产股，水泥股要涨。银行最喜欢给这个方向放贷，走量快，群众敢于接盘，坏账率低  ,无,无,无,2020/3/13 20:56,iPhone 11 Pro Max,51,3,16
IyrMtnu8k,艰难地看了眼股市，居然把昨天亏的全涨回来，还有富余，今天孩子学校通知下周一拿课本，随时准备开学。中美两国连续发力使用货币政策，提振市场信心，真要是把股票资产搞贬值的话，要触发很多连锁反应，抵押给银行的股票就要拿现金去补窟窿，企业哪有现金，发债也需要时间啊。  ,无,无,无,2020/3/13 19:34,iPhone 11 Pro Max,56,2,17
IynZa0uVr,现在个股基本面已经都不重要了，黄金，比特币，美股，石油，凡是美元计价的资产都在跌，美元现金相对就涨了，可见资本是多么惶恐。。。老百姓真正重要的就是要准备好过冬，谨慎用钱，谨慎跳槽，没找到工作的要积极找工作。富人可以稍微奢侈一点，把钱花给老百姓们，别投资了，花掉吧。  朋友们，胜利一定属于团结的我们，朋友们                                 ,无,无,无,2020/3/13 9:54,搜狗高速浏览器,104,19,28
IynQpt4Au,昨晚一场大跌，非常值得思考。我个人海外资产减值4%，网友们可以嘲笑下我了。但是这并不重要，关键是资本用脚做出的投票反应了对世界经济前途的展望。对于有生命力的企业来说，这其实是一个利好，加速淘汰市场上低水平企业。对于普通劳动者来说，此时一定要冷静，保住饭碗是非常重要的。对于国家来说，经济相互依赖都扣死了，解扣的主要方法还是靠政府出钱，大规模基建来解开了。银行现在有钱也不敢放贷，比较谨慎，因为大部分企业毛利都不行，支撑盈利和利息都是困难的。房市也因为种种原因，想放也放不进去。 同志们，努力工作，活下去，现金现在是真正重要的东西，拿好现金，用好现金，谢谢                                 ,无,无,无,2020/3/13 9:32,搜狗高速浏览器,152,24,45
IyfwzwZCe,在上级领导的关怀帮助下，我厂下周一正式复工了。在复工审批方面，对中小企业的刁难，其实只是个别的啊，主流还是好的，谢谢  ,无,无,无,2020/3/12 12:21,iPhone 11 Pro Max,133,1,56
IyadkiLRL,我感觉啊，pdd就是靠补贴各种品牌单品获得流量，然后通过三四线高利润无牌商品获得高额利润来贴补品牌上的价格补贴，让笨人，穷人补贴中产的打法。这个也会获得品牌商的青睐，毕竟销货快；中产捞到便宜也满意，穷人图便宜买了很多值不到价格的东西，“也满意”，毕竟价格便宜。流量是pdd的关键，穷人是整个商业模式的关键                                 ,无,无,无,2020/3/11 22:50,iPhone 11 Pro Max,113,26,33
IxNnHtCX4,今天上级组织部来信，让我下午去一趟，可能有很要紧的事情要交代，有点忐忑。听说中小学要解禁了，也许就是月底，一切都好起来吧。  ,无,无,无,2020/3/9 12:43,搜狗高速浏览器,132,4,41
IxFRyD0iB,这个世界上只有两个人不可能享受“永远是对的”这个待遇，一个是我自己，另一个是我儿子。  ,无,无,无,2020/3/8 17:34,iPhone 11 Pro Max,78,2,29
IxD8o6QoM,有没有这种服务，#云领读# 一个人工智能老师，带领各个年龄段学生读课文，一天24小时不休息，任何时候小学生都能加入进去，读累了就退，还能引入其他随机几个小朋友的读书声。这么个服务我感觉 搜狗和有道都能做。我儿子现在不读课文，没气氛，我领他读也太苦了  ,无,无,无,2020/3/8 10:37,iPhone 11 Pro Max,40,17,32
Ixy2w4ORm,我觉得中药对群众有用，你看如果一个重病的病人，你给他用下面治疗方案，并如实告诉他。这三个方案分别是：A 中药西药一起用 B 只用中药 C 只用西药。那么肯定A组效果好，哪怕A组是糊一点黑芝麻糊进去，但是骗群众是中药，我觉得A组群众会明显更有信心，更容易产生免疫抗体，所以要相信“相信的力量”。况且中药没准还真有效，起码有一定低毒性，能去激发人体免疫进行战斗，锻炼了免疫系统。所以中药只要有剧毒那几种别吃，其他还是可以try的，以上是我的理解，说完了，可以打我了                                 ,无,无,无,2020/3/7 21:39,iPhone 11 Pro Max,339,61,132
Ixv3YBare,发布一个储藏室碰碰运气，南大附近。【南京市仙林万达茂52平公寓朝南精装修个人房子，高层阳光好，】#退坑回血便宜出#http://t.cn/A67rGq4t  原图 ,http://wx2.sinaimg.cn/large/593af2a7ly1gclbvcjcxjj211i0u00yf.jpg,无,无,2020/3/7 14:05,闲鱼,133,2,56
IxusyrFfI,现在快毕业的大学生，不要考虑留学了，这条路基本堵死了。考研，公务员考试也结束了，没走掉的同学们一定要冷静，创业环境不好，最好不要走创业这条路。我认识几个大厂基本今年都不会加薪了，用人方面也收紧，招人规模肯定要削减。要想尽办法就业，我将重启程序员招聘v信公号，帮助大家找工作。最后，还不行就复习考研，公务员，准备2020年底考，加油吧。                                 ,无,无,无,2020/3/7 12:32,iPhone 11 Pro Max,611,144,183
IxukTAmx4,看了刚刚那个视频挺感慨，一个大餐馆一天开门费才1万，还不如我厂，我也是瑟瑟发抖。下周换办公室每年能省三万多，新房东怕我们跑了，今天就想签约，我说今天身子不舒服，下周一吧，还让他把朝向户型图发过来看看，房东此时的内心是挣扎的。 我那几个储藏室要挂给托管公司，他们都表示不收房了，业务不好做，降低风险。                                 ,无,无,无,2020/3/7 12:14,iPhone 11 Pro Max,98,4,24
Ixtwq0yMk,我认识一个海外投行经理和我说了他们一种古老的策略，就是抓取主流财经信息和各种类似的数据，然后发现哪个票子或者哪个大厂被提及次数大幅度增加，然后马上买这个大厂股价波动，因为机器无法分析正面还是负面，但是能判断出群众看了大量这种新闻后会出现交易愿望，然后就会形成波动，在波动中收看错方向的羊毛。但是这种策略被玩烂了，后面又出现了新花样。。                                 ,无,无,无,2020/3/7 10:09,iPhone 11 Pro Max,75,26,15
IxtbUtDLQ,一早醒来，美帝又增加抗疫拨款；石油大跌，经济发展需要石油推动，显然资本市场认定经济要有衰退；美债价格在涨，美债收益率低的可怜。zoom财报出来换手40%多，一个大跌差不多底部了，买进了一点；吉利德又涨了，应该是疫情恐慌和美帝拨款加持。兴业物联打新没中，首次打新未中，下面还是别买进了  ,无,无,无,2020/3/7 9:19,iPhone 11 Pro Max,32,4,14
Ixp5YnhhY,惨啊，看一眼，然后就不用看了。这些天出去的钱可以借袁哥20次了，简称20袁，基本上平均每天一袁。  ,无,无,无,2020/3/6 22:53,iPhone 11 Pro Max,86,5,35
