微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IBBd6iZeg,刚才有人说，你开了 100 天关注才能评论你凭什么抱怨评论少？我想了想，好像是哎。每次我被人喷了的时候，就会开 100 天关注这个金钟罩，过很久才记得换回 7 天关注。或者是心理上还有戒备性的时候，也会一直开着不关。再说 100 天前粉丝数也有 20万+，100 天算个什么事儿？哼，还不是你们不理我。  ,无,无,无,2020/4/3 13:05,微博 weibo.com,119,5,145
IBB2d5kkm,昨天看见梁建章直播带货，忽然就想讲讲关于他的几个小故事。1、曾经有同行跟我说，梁建章是个天才。他一手创造了你们现在觉得稀松平常的，第三方平台分开购买机票酒店的商业模式。在那之前，你都得去旅行社打包购买。然后他又补充说，梁建章不仅是个天才，还是个人品极好的天才，这在商界也是很罕见的。我觉得他说的没错。2、梁建章把携程做上市后，抽身而退做学问去了，公司交给其他创始人，但管得不好，一度被去哪儿打得很狼狈。然后梁建章回归，两年后，携程控股艺龙和去哪儿，投资同程和途家，相当于大半统一了 OTA 行业，只剩下飞猪这一个对手。恰好那段时间我在携程工作，我看见梁建章做了什么呢？他提出移动优先的战略，全力发展移动端，忽视当时超过 80% 收入的 PC 端业务。光嚷嚷是不行的，他每周一到四跟不同的部门开会，早上 8 点开到 10 点。这意味着每天早上 8 点就要到会议室，监督每一个部门的业务，尤其是移动端业务进展。就凭这一点，我太佩服他了，因为我真的起不来床。每次轮到攻略部门开会，我都得很辛苦地 8 点赶到会议室，但他每周要开四个早会。靠这种大 BOSS 紧逼跟催，携程在两年里完成了从 PC 端到移动端的进化。3、2015 年，有一次我参加一个携程的中高层会议，各个部门去讲业务计划。有个部门讲了一会儿，梁建章就发脾气了，说怎么是 PC 端的计划。我不要听 PC 端，说过很多次了，你们再跟我讲 PC 端的业务，这种会议我就不来了。台上那个人尴尬了一会儿，就下来了。台下窃窃私语，他们部门的业务，现在 PC 端还占大头啊，那个业务本来就很难放到移动端，迁移速度比别的部门业务更慢。他要背 KPI，他当然会重视 PC 端。是的，单看着一个案例，的确会过于苛责。又要背 KPI，又要推移动端。但如果每件事都讲特例，每个人都喊委屈，携程的移动战略恐怕就搞不成了。少数牺牲换来了全局胜利。4、另一次中高层会议，气氛很轻松，有跟随梁建章很多年的高层讲他的段子。说 james 现在成熟多了，他居然在聚餐时都会跟每一桌打招呼了（我忘了原话是打招呼还是敬酒）。以前就是一个人闷着头吃饭。所以梁建章真的满可爱的一个人。一点都不世俗，说是不通世故也可以。我在他身上看不见一点点油腻的成分，有时候甚至能看到一点点清爽的少年感。我后来放弃了大几百万的股权，从携程离开做自己喜欢的事情，但对梁建章始终心存敬意。他是我接触过的大人物里边最优秀的，我最敬佩的，没有之一。5、还是上面那次中高层会议，一个高层说，梁建章离开携程后，公司内部死气沉沉。于是高层去恳求梁建章回来救救公司，一个高层说，你走了以后，我们都不吵架了。意思是高层之间都不为公司业务争执了，爱谁谁。据说就是这句话打动了梁建章，大约在 2013 年回归携程，两年内统一 OTA 行业。然后他又把主要职责交出去了，从 CEO 的位置上退下来。我猜，他并不是那么想坐 CEO 这个位置，只是想保护自己一手创立的事业。6、我跟梁建章单独接触过几次。蝉游记刚被携程投资的时候，跟他见过一面。然后我去坐邮轮玩儿，在邮轮上看见他，就一个人，站在窗边发呆。我也没好意思过去打招呼。那次邮轮上的携程代理特别卖力，到处都打满了 “携程 xxx” 的横幅，估计是知道老板在船上，刻意表现。投资后，有一年我还在外面办公。他一个人来我这边转了一圈，我和 quake 接待。我记得他问我，你创业的目标是什么？我说，我想做我喜欢的游记和攻略啊。他笑了笑，没说什么。回想起来，那一年（2014 年）我的格局真是太小太小了，觉得自己特别丢人。他那一次来蝉小队的办公地点，可能也是判断我的潜力，让他失望了……但时光不能倒流。再后来，携程收购了蝉小队，搬去携程办公，他问我有什么需求吗？我说携程的电脑太破太慢了，蝉小队想用好一点的电脑。他说没问题，这个没问题。又皱起眉头说：“唉，他们好多事情都乱来。”感觉上对官僚主义很不满，但也无可奈何。7、2015 年，我想自由地做轻攻略，轻游记，和 quake 一起放弃了大几百万的股权（还没 vest），希望携程成立一家子公司，投资额和我放弃的股权大致相当，让我去做我喜欢的产品。当时携程有些人特别反对我……梁建章参与了那次会议，他最后拍板让我去做。那款产品（氢气球旅行）后来在市场上没融到钱（携程控股，VC 不愿意投），携程也不投，我就把自己在子公司名下的，记得是 35% 的股份还给携程，拍拍屁股走了。我对产品数据不够满意，不好意思再去找梁建章说情，安安静静地走了。2017 年，携程开始大搞旅行视频。但高层（当然不是梁建章） 2016 年跟我说的可是 “旅行视频试过了，对销售转化率没有帮助，你搞这个没有意义。”（当时我在搞旅行视频，得不到携程的支持才出去做了猫饼，后来猫饼卖给了腾讯）2018 年，携程开始大推旅拍，其实也就是氢气球旅行的轻游记。从样式到数据，甚至连后台都全盘继承氢气球。但高层 2016 年跟我说的可是 “轻游记没有意义，你搞这个没有意义。”既然都没意义，我就走了呗。我放弃了大几百万股权，他们也损失了提前两年入场的时机。扯远了。就此打住。8、这次疫情，对携程打击巨大。几万个员工都要发工资，但销售惨淡。之前我在携程买了 2 月清迈回国的机票，携程给全款退了，很开心。后来才听说，有些国际航空公司并没有答应退款，携程自己垫钱先退给顾客，再跟航空公司扯皮。还能说什么呢，庆幸我自己是携程的老用户呗。但是——2 月退掉的机票费是 1700 元，我拖到 3 月底才从清迈回成都，那时泰国封城了，机票涨到了 4000 多，回成都集中隔离又花了 4000 多，我多亏了 6000 元。还能说什么呢，这就是命啊。                                 ,无,无,无,2020/4/3 12:38,微博 weibo.com,1113,607,95
IBA0JqIIO,昨天和我互关的 @平常心1217 问到阅读数，我单向关注的@雷武龙Tian 也提到微博阅读数，我来完整地讲讲这件事吧。首先微博阅读数是个黑盒子，规则不公开，只能从行业常识的角度来解释。Part 1 微博阅读数的水分有多少？阅读数，最简单的定义指的是后端拉取数。你刷一次微博，刷出来十几条，相当于从后端拉取十几条微博下来。这些微博你有些看，有些快速刷过去不看，有些还没刷到那一屏就关掉了 APP，但都算是阅读数。因此统计机制天然是不精准的。对阅读数有更准确的计算方法，屏幕上显示哪一条微博，露出面积大于多少比例，停留多少秒，才计算一个阅读数。但这个方法有技术实现成本，不知道微博有没有动力做到这么精准。那我们怎么判断微博阅读数的准确率呢？靠辅助修正。头条文章必须点击到详情页，才计算一个阅读数。视频必须点击播放，或是自动播放多少秒，才算是一个阅读数。因此，用微博阅读数，对比这条微博下的头条文章和视频阅读数，可以脑补修正微博阅读数的水分。这个水分并不是故意掺水，而是上述统计机制导致的，后端拉取但用户并没有真正阅读的数值，而且是个动态数值。比如扫一眼你的微博觉得没意思，用户快速滑过去，并没有耐心去看，那么这条微博的阅读数水分就变大了。经过我的长期观察，在我这里，微博阅读数是头条文章阅读数，视频播放量的大约 40%-60%，具体还要看作为参照系的 “头条文章和视频” 的吸引力。如果吸引力很低，比例会跌破 40%，但最高也不会超过 65%。在此基础上，再加上脑补修正，微博阅读数的真实阅读人数，对我而言通常在 50%-75% 之间。其他人的这个数值，根据你的微博可读性和粉丝精准度，每个人都不太一样。这个计算方式是其实有缺陷的。因为头条文章和视频会经过算法分发，在 feed 流之外的推荐位被分发出去。所以在取样时，要刻意选择 “仅对粉丝有价值” 的内容，比如我以前发的招聘启事，我年轻时的自拍视频，减少误差。此外还有人问，不对啊，微博阅读量明显是造假啊。我的粉丝才几十个人，也没人转发，阅读量却有几百，这他妈的造假也不上心啊。朋友，你知道爬虫吗？每一条微博都会被至少几百个爬虫爬过，也就是几百次阅读量。这恰恰说明微博阅读量是真实的，爬虫每爬一次就算一个阅读。以及搜索微博搜到你的，也会带来阅读数，虽然很少，苍蝇也是肉。Part 2 微博分发机制有多黑？接下来讲讲阅读数与分发机制的关系。首先解释一下肉眼可见的微博分发机制。具体的机制当然也是个黑盒子，我只讲肉眼可见的部分。每当你发布一条微博，系统会快速分发给当前在线的，和你亲密度较高的人，亲密度按历史互动率以及其他指标来计算。这个算灰度测试。如果这条微博是转发，分发会降权 50%。如果这条微博触发了某些词，分发会降权。如果这条微博灰度测试的互动率不高，分发会降权，反之会加权。头条文章和视频天然就有加权。诸如此类。最重要的是，微博的分发按照某个比较复杂的机制（我以前解释过很多次，这次就不讲了），是在 7 天内分批分发出去的。完整的阅读数要看 7 天前的微博，不能看当天的微博。但老微博一是因为内容时效性有可能过了（老微博会降低后来者评论的意愿），二是因为互动数存量较高（较多存量评论会降低后来者评论的意愿），三是因为延迟分发的人，很可能是亲密度最低的人，四是因为存在 7 天内重复分发的情况。因此微博在刚发出来那几个小时的互动数最高（粉丝亲密度最高），后面哪怕阅读数翻了几倍，互动数尤其评论数也会很低很低。这并不意味着数据造假。Part3 怎样判断大V的影响力？最后，怎样计算微博影响力呢？看阅读数。大家都知道，粉丝数是不可信的，很容易掺水的。除了买粉之外，掺水最多的是新用户注册时，随机推荐你给新用户关注。微博现在的市场渗透率已经没得涨了，新注册用户很多是僵尸粉，因此注册时推荐你越多，僵尸粉越多。我和我关注的好几个博主，每次看见粉丝来源是新注册用户，就会跳着脚骂微博，别他妈推荐老子了行不行。关于阅读数和影响力，拿我自己举例子。我 23 万粉，活粉率较高（猜测超过 50%），单条微博的阅读数当天通常是 4-6 万，7 天大约是 10 万左右。我自己还挺满意的，意味着我发的全部内容 total 可以影响到 15 万人以上。其他博主可以对比我的粉丝数和阅读数来看看。出于我搞不明白的心态，微博公开了头条文字和视频阅读数，但没公开单条微博的阅读数，仅本人可见（我猜是统计不精准就不放出来，怕被打脸说造假）。但这个阅读数恰恰是比粉丝数准确很多的，对个人影响力的判断，昨日阅读数尤其精准。以及，虽然我们可以在个人主页看别人的昨日微博阅读数，但超过 100 万之后，统一显示成 100 万+。搞得我这个小 V，昨日 112 万阅读数，看上去竟然和诸大 V 是一样的……但我记得某个千万粉大 V 说过，自己的阅读数日常是 3000 万以上。这意味着每天都有一千多万人认真看过他的微博。这个影响力真的是很大很大的。所以我们怎么判断微博影响力呢？看金 V。月度阅读数超过 1000 万就是金 V，代表着起码的微博影响力。用户对这个事情作弊，投入产出比是很不划算的。所以金 V 是可信的。说句题外话，我一直想给自己的微博认证为 “丧尸” ，就想要这个认证，别的都不要，但微博特别不乐意。所以我没法加 V，没法显示金 V，我还挺伤心的。Part 4 粉丝头条坑我了吗？最后的最后，我再解释一下粉丝头条的机制。购买粉丝头条后，会在 24-72 小时内，让你的微博在所有粉丝的 timeline「置顶显示」，相当于一个极大的加权。这条微博的阅读数，会和当天你的活粉在线人数很接近，加上转发，就超过了活粉在线人数。有些阴谋论者，说是微博故意给自己降权，必须买粉丝头条才能加权，把偷自己的流量补回来。我每次看见都摇头叹气。对国家，企业的阴谋论是没治的，真的没治的。毕竟阴谋论来自于知识的不对称。写到这里时，粗略一想，如果发布微博后设置为仅粉丝可见（不能转发），再购买粉丝头条，不就把当天的活粉在线人数给测出来了吗？不过我的粉条价格是 2000 元，作为下岗男士，我可没钱做这个测试。然后我看了看，如果购买 2000 元的粉条，预计提升曝光 9 万。这里有一些复杂的计算方式我就懒得写出来了，那么我猜测自己的活粉在线人数是 12 万，随便一猜。有人说这个 9 万的数值就是你的全部活粉人数，真是蠢得令人惊奇。9 万是每日在线活粉人数，可能还是扣除了正常发博阅读数之后的新增量，因为产品文案是 “预计提升曝光”。好吧，写了这么多字，应该是解释清楚了常识部分。无奖竞猜本条微博的阅读数是多少，如果没有链式转发，我猜是单天 10 万+。低于 10 万我会很生气，觉得 1 个半小时打了两千六百字才这么少人看。如果不幸触发了某些词，跌到 1 万+，那我简直就要爆炸了呀！                                 ,无,无,无,2020/4/3 10:02,iPhone客户端,261,151,45
IBuVW9bEG,有个奇怪的问题，男人留胡子得要多久啊？隔离期间一直没刮胡子，打算放出去以后回家吓老妈，但是胡子它长得好慢啊。照镜子会觉得像刚入行的土匪。  ,无,无,无,2020/4/2 21:06,iPhone客户端,27,2,35
IBtRvhfwP,我的私信相当于关闭，未关注人发来的私信全部拒收。然后有家做 xx 商品的公司满厉害的，找到了我的邮箱给我发邮件，说有偿帮推好不好啊？估计是电动牙刷那种推广方式。我回信说，你先发一款商品给我，我觉得好用，就发条微博推荐，但文案你别管我，不收广告费。我觉得不好用，会回信告诉你哪里很不满意，不会发博推荐，也懒得退货给你。我的收件地址是 blabla。那我是不是不缺钱呢？也不是。但我就这么 20 多万粉，打广告估计赚个几千块，几千块就让我写煽情文案带货？我很不耐烦，很不耐烦（摇头）。                                 ,无,无,无,2020/4/2 18:22,微博 weibo.com,85,3,25
IBtmXamO0,昨天跟 quake 聊天，quake 说，我要写代码写到 60 岁！（他现在应该是 41 岁）有人付我钱让我写代码真是太开心了！我说，我也想做产品做到 60 岁！如果有人付我钱，还给我很大的管辖权，让我做很多款产品，那真是太开心了！这就是爱吧。我跟他都是单纯地爱自己的职业的人。  ,无,无,无,2020/4/2 17:07,微博 weibo.com,183,15,24
IBsu1ByrR,接上一条微博，除了浆水面之外，我也喝过北京豆汁，大约是在北京一家中档烤鸭店里喝的。豆汁是一种特别诚实的饮料，闻起来像是臭袜子浓汤，一股子醇厚的酸臭味，轻轻抿一小口，果然是臭袜子浓汤！大厨诚不欺余！然后我请服务生撤掉了杯子，我这辈子都不想看见它，并且小心翼翼地问北京口音的服务生：你……觉得……这真的能喝吗？他同情地看着我：人为什么要折磨自己呢？                                 ,无,无,无,2020/4/2 14:52,微博 weibo.com,64,6,25
IBr9OFmZI,上一条微博说到我语速很快，翻了下相册，只找到一条2011年有说话的视频为证，反正我自己得听好几遍，才能听懂当时在说什么。那是整整9年前，我34岁，现在已经是残花败柳大肚腩的中年男子了。别人问我现在为什么死活不出镜？每次都气急败坏地回答：“年老色衰！” 纯银V的微博视频  ,无,"http://f.video.weibocdn.com/004s4QK7gx07Cb3itk0n01041200l7lX0E010.mp4?label=mp4_hd&template=360x480.24.0&trans_finger=6038099a530779e853bb78b617dbd3ab&Expires=1585989313&ssig=qyTaOFnBlv&KID=unistore,video",无,2020/4/2 11:29,iPhone客户端,267,17,95
IBr3HyIGS,刚才聊天时聊到，我的语速超快，快到什么程度呢？录下来回放，我自己绝对听不懂自己在说什么。然后我对人类很好奇，你们是怎么可能听清楚我说话的？我自己都听不清。情况是这样的，当我说话的时候，脑子里是 1x 播放，但事实上是 1.5x 说出口。这些语言在我脑子里是匀速，平静地讲出来，但回放录音的时候，我听到的其实是非常快速，急促地讲出来。完全就不是一个人！然后当我比较兴奋的时候，脑子里的语速变成了 1.5x，回放录音的时候，它事实上就是 2.5x。我觉得人类根本不可能听懂我在说什么，反正我自己是听不懂的。好吧我不是人。这件事困扰我很多年。我知道头骨传导，自己听到的声音和别人听到的不一样，但为什么一个是 1x，一个是 1.5x-2x，连语速都完全不一样……所以我非常抗拒上视频，因为回放时会觉得自己是个傻逼，飞快地讲了一些别人都听不懂的话，语气还特别急促，一点都不抑扬顿挫。如果我要刻意抑扬顿挫呢，也不是不可以，但脑子里的语速就变成了 0.5x，对我来说，说话非常吃力，得刻意很慢很慢讲出口，对别人来说才是正常的 1x，经常放慢几句以后，又不由自主地回到 1x-1.5x 了，因为那才是我思考的速度（其实比思考还是要慢很多的）。                                 ,无,无,无,2020/4/2 11:14,微博 weibo.com,51,12,25
IBqqfv3K8,这哥们说我说得挺对的，我的确是把产品当作品而不是事业来看待。但更正一点，我和程序员相处挺好的，我家的程序员去别处面试时，都在面试官面前猛夸我。我招不到人是因为家底薄要求高，不是脾气大相处难。  原图 ,http://wx1.sinaimg.cn/large/439df08agy1gdf670a3xmj20u01l0qdi.jpg,无,无,2020/4/2 9:37,iPhone客户端,61,3,10
IBqotfWe1,我在清迈住的地方，晚上经常听见巨大的，难以描述的布谷，布谷的声音，不是鸟叫的声音，有点像青蛙叫但明显不是，只在晚上叫。最近终于弄明白了，那是壁虎叫！壁虎叫！一只非常大的壁虎发出非常大的叫声！Google了下“壁虎叫”，大开耳廓。  原图 ,http://wx4.sinaimg.cn/large/439df08agy1gdf65bpq83j20ly0lydko.jpg,无,无,2020/4/2 9:33,iPhone客户端,96,51,32
IBkgUzDkE,2014-2016 年是产品经理这个职业最火的时候，每个月都有人问我，你能推荐靠谱的产品经理吗？大家都觉得只要招到靠谱的产品经理，就能左脚尖踩右脚背，右脚尖踩左脚背，分分钟上了纳斯达克。什么叫靠谱呢？能帮他们创业成功，公司上市，这个 PM 就很靠谱。到了 2017 年，渐渐很少有人来找我推荐 PM，我知道大事不好。最近恰好又有两家公司来找我推荐靠谱的 PM，我很意外，因为几乎一年没人这么问过我了。我直接认识的 PM 不多，但我运营犬校，200+ 高素质 PM 社区，原则上犬校里发帖招聘，至少在信息送达上是非常有效的。但我跟他们说，还是算了吧。现在大环境这么差，大家都巴不得在大公司刨个坑把自己埋了。如果能达到你的要求，为什么他要来小公司冒险呢？没道理啊。去小公司的大多数是刷经验值升级的人，他们目前的经验值多半不会令你满意。我以前招不到程序员，其实也是同理。贫贱夫妻百事哀。                                 ,无,无,无,2020/4/1 17:58,微博 weibo.com,113,24,13
IBiRX3M3v,接上一条，我见过很多渣基层在招聘贴下面的嘴脸是这样的。Q：你钱能给够吗？A：我司待遇还可以的Q：多少？说出来听听？A：年薪 50w，特别合适的人还可以谈Q：50w 太少了，人家头条都是 100w 起A：刚才说了，特别合适的还可以继续谈的Q：有期权吗？A：特别合适的可以谈期权Q：人家腾讯都给多少多少期权，你给多少？A：这要根据个人情况具体来谈Q：呵呵同样是这类渣基层，有时候又是另一种嘴脸。Q：你钱能给够吗？A：年薪 200 万Q：（星星眼）需要什么条件？A：blablablaQ：我现在去学还来得及吗？                                 ,无,无,无,2020/4/1 14:23,微博 weibo.com,86,9,26
IBiEHyQig,有些神经病呢，每次看到别人抱怨招不到人，开口就说 “你钱没给够” 。什么叫给够？什么叫没给够？JD 薪资水准在拉勾上处于同类岗位前 20%，你觉得够不够？什么，你觉得还不够？你觉得处于前 5% 可能就够了，你是不是一条杠精？我以前招人的时候，看到这种杠精嚷嚷着 “你给够钱了吗” ，群魔乱舞，为了招聘只能忍耐，默默拉黑就是了。我现在不招人了，指着你的丑脸让你看我的口型：「傻逼」「傻逼」「傻逼」渣基层丑人多作怪。                                 ,无,无,无,2020/4/1 13:51,微博 weibo.com,92,3,33
IBihQnVzj,前一条微博开启了狂怒拉黑模式，准备冲刺50连击，大家排好队，不要拥挤。  ,无,无,无,2020/4/1 12:54,iPhone客户端,33,3,10
IBi9YevPh,过去 8 年里，每一年，都有好几次，我被 “缺一两个程序员” 卡得半死不活。我招程序员、设计师和市场推广的能力很差，招 PM 和内容运营倒是很顺。也就是我的强项很容易招到人，我不懂的领域就很难招到人。因为总是做着做着就把产品卖了，产品做不大，所以我的招聘声誉是不增反跌的。我被 “缺程序员” 这件事卡了 8 年，经常为此陷入绝望之中，最后干脆就不创业了，因为我真的招不到程序员了。前天跟一个同行聊天，我说，像 “蝉游记，氢气球，猫饼，一罐” 这个级别的产品，我的能力和热情足够同时驱动 2-3 款。但实际上哪怕单做一款，也经常处于 “等程序员到位，等程序员开发” 的尴尬的地步。换句话说，在过去 8 年里，因为研发资源不足，我有 2/3 的能力都被浪费掉了。现在我的能力达到了个人巅峰——我是那种越打越能打的类型，但我的招聘声誉也跌到了谷底，什么都做不了。所以我真的不想再创业了。但我也是真的很爱做产品。在携程工作那一年，一两款产品喂不饱我，我甚至会去隔壁部门要项目来做。这些项目对于我的收益是零，但是收益算个屁啊，我只要能做产品就很开心。然而，终究是有 2/3 的能力被白白浪费掉了。有时候，我觉得自己这辈子和程序员八字相克。我从来都没有经历过 “研发资源充足” 的环境，不知道当研发资源足够时，我能做成什么样子。即便是 2008-2012 年在网易做产品总监，程序员依旧是严重不足的。甚至能缺到什么地步呢？2010 年，我的 title 是相册产品总监，部门里只有 3 个程序员，其中 2 个是应届生。因此那一年里的整整一半，我都坐在办公桌前面发呆，茫然地等待几个月后上线的某个功能。你说是不是八字相克。我经常想，自己是造了什么孽，这辈子居然进了产品经理这个职业。我有无限的热情和创造力，但我的每一个想法都需要程序员来落地。作为这个行业里最能打的产品经理之一，过去 8 年里，每一年，我都会绝望地被 “缺一两个程序员” 卡得半死不活。这可能说明我不仅不适合创业，还不适合做产品经理。但我为什么恰恰又是天生的产品经理呢？                                 ,无,无,无,2020/4/1 12:35,微博 weibo.com,338,1,162
IBhtlmd7f,我记得以前在微博上看见过，全职 soho ，远程协作的程序员，说外包不太礼貌，但其实是非雇佣性的协作关系，按需计价，短期协作。不知道大家知道有这样的后端程序员吗？？？  ,无,无,无,2020/4/1 10:50,微博 weibo.com,54,26,69
